feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
s__Ruthenibacterium_lactatiformans	Disease	Psoriasis	2.8104906974751e-05	0.000302486029480782	56	41	0.926329674365941	0.978942843828963
s__Nitrosopumilus_SGB14899	Disease	Psoriasis	3.15920762503284e-06	3.40982386435956e-05	56	6	0.926537521575854	0.978942843828963
s__Eubacteriales_unclassified_SGB15145	Disease	Psoriasis	6.85616596643696e-06	7.40241152937191e-05	56	12	0.926560814466185	0.978942843828963
s__Clostridium_sp_AM22_11AC	Gender	Male	-8.1583031241752e-05	0.000929241634540028	56	40	0.930376623281156	0.982064213463443
s__Coprobacter_secundus	BMI	BMI	-6.0049180019518e-06	6.96635757666896e-05	56	9	0.931639427097117	0.982487462433592
s__Sutterella_sp_AM11_39	Disease	Psoriasis	-0.00012983466871832	0.00155317016983725	56	9	0.933700750747029	0.982842895523188
s__Lachnospiraceae_bacterium_OM04_12BH	BMI	BMI	-3.81920196659377e-06	4.51514657596687e-05	56	10	0.932914997520289	0.982842895523188
s__GGB3818_SGB5183	Disease	Psoriasis	9.95412050137473e-07	1.22506506589211e-05	56	10	0.93555204531027	0.982976342537979
s__Sutterella_wadsworthensis	BMI	BMI	-0.000106898076225961	0.00131238869983081	56	23	0.935394362111101	0.982976342537979
s__Clostridium_sp_AT4	Disease	Psoriasis	-6.62299359602314e-05	0.000920051311082687	56	28	0.942889970973106	0.983890573369374
s__Ruminococcus_bovis	BMI	BMI	-2.46451451318138e-06	3.45007490851999e-05	56	6	0.943326663765549	0.983890573369374
s__Phocaeicola_SGB6473	BMI	BMI	-2.87288208386083e-05	0.000376392556903476	56	10	0.939452055828778	0.983890573369374
s__Eubacterium_rectale	Disease	Psoriasis	-0.000143224393916007	0.00193823359101264	56	48	0.941378025794184	0.983890573369374
s__Akkermansia_muciniphila	BMI	BMI	-2.81929053335718e-05	0.000394661841993291	56	15	0.943325121464551	0.983890573369374
s__Enterobacter_hormaechei	Disease	Psoriasis	1.72961322375804e-05	0.000237453150701613	56	13	0.942212750314171	0.983890573369374
s__Hydrogenoanaerobacterium_saccharovorans	Disease	Psoriasis	-8.62218006126235e-06	0.000119226852408744	56	24	0.942626734664865	0.983890573369374
s__Clostridiaceae_bacterium_Marseille_Q4149	BMI	BMI	4.032915076527e-05	0.000529652341762381	56	18	0.939597783391873	0.983890573369374
s__GGB4651_SGB6438	Gender	Male	-3.1974766520026e-05	0.000541374234623412	56	8	0.953128942661198	0.984999070794256
s__GGB9760_SGB15374	Disease	Psoriasis	-4.63847148726609e-06	6.79204226448782e-05	56	6	0.945814536881515	0.984999070794256
s__GGB9561_SGB14972	Gender	Male	9.08378313747857e-07	1.69936040497412e-05	56	9	0.957574912764116	0.984999070794256
s__GGB9359_SGB14334	BMI	BMI	-4.41249960041185e-06	7.06098446165008e-05	56	9	0.950411195160575	0.984999070794256
s__GGB4386_SGB6036	Disease	Psoriasis	7.18925506981701e-05	0.00160871395909146	56	6	0.964526014732317	0.984999070794256
s__GGB1109_SGB1423	BMI	BMI	-4.98927401204894e-05	0.00117778891535822	56	12	0.966372873328891	0.984999070794256
s__GGB9063_SGB13982	Gender	Male	-2.66783667487632e-06	4.90988099884961e-05	56	9	0.956875631999884	0.984999070794256
s__GGB33928_SGB15225	Gender	Male	4.73837632995793e-06	8.0068439046177e-05	56	15	0.953036319924334	0.984999070794256
s__Blautia_massiliensis	BMI	BMI	-4.59555695448865e-06	8.42295600881254e-05	56	37	0.956698165672122	0.984999070794256
s__GGB33085_SGB1673	BMI	BMI	1.24720877308183e-07	2.4856979384608e-06	56	11	0.960174857071441	0.984999070794256
s__Alistipes_SGB2313	BMI	BMI	-6.38219548171362e-05	0.00137373764232361	56	6	0.96312268187246	0.984999070794256
s__Eubacterium_ramulus	Disease	Psoriasis	-3.14323787177045e-06	7.28460590429658e-05	56	33	0.965747988147669	0.984999070794256
s__Ruminococcus_bovis	Disease	Psoriasis	-4.83943905441565e-06	7.36352101476627e-05	56	6	0.947851337541064	0.984999070794256
s__Roseburia_intestinalis	Disease	Psoriasis	-5.11774717067143e-05	0.00119924427802519	56	32	0.966124238029091	0.984999070794256
s__Phocaeicola_dorei	BMI	BMI	0.000660433341577364	0.015817072150078	56	56	0.966854351069098	0.984999070794256
s__Alistipes_senegalensis	BMI	BMI	5.16346181274871e-06	0.000122644408625113	56	10	0.966579364499503	0.984999070794256
s__Victivallis_vadensis	BMI	BMI	-9.54359746679974e-06	0.000175002902381524	56	9	0.956718755048142	0.984999070794256
s__Gemmiger_SGB15299	Gender	Male	7.40458056356216e-07	1.39029911144901e-05	56	6	0.957729709226496	0.984999070794256
s__Neobittarella_massiliensis	Disease	Psoriasis	-8.99363935869172e-08	1.68806521692661e-06	56	8	0.957714729150234	0.984999070794256
s__Sanguibacter_SGB15121	Gender	Male	6.34858986603041e-07	1.15324906007867e-05	56	7	0.956309916188175	0.984999070794256
s__Collinsella_aerofaciens	Disease	Psoriasis	1.07406860550447e-05	0.000188290651579271	56	33	0.954729478030166	0.984999070794256
s__Longicatena_caecimuris	Gender	Male	2.73055578793335e-06	6.34441942682693e-05	56	8	0.965835523708641	0.984999070794256
s__Haemophilus_parainfluenzae	BMI	BMI	8.61463313534275e-06	0.000188575340250826	56	38	0.963738130863118	0.984999070794256
s__Acidaminococcus_massiliensis	Gender	Male	2.13868418175608e-06	3.77521585495985e-05	56	6	0.955040611353729	0.984999070794256
s__Desulfovibrio_legallii	Gender	Male	-7.99015720514788e-06	0.00017828999474545	56	8	0.964426021436124	0.984999070794256
s__Firmicutes_bacterium_AF16_15	BMI	BMI	6.9987117158276e-07	1.16971372217584e-05	56	15	0.952518250003349	0.984999070794256
s__Cloacibacillus_porcorum	BMI	BMI	1.92275655170331e-06	5.08037040371811e-05	56	11	0.969954772505303	0.985515544256725
s__GGB9444_SGB14834	BMI	BMI	-2.80634357217166e-07	7.38742117449598e-06	56	6	0.969842609268481	0.985515544256725
s__Enterocloster_asparagiformis	Gender	Male	7.12842970452275e-06	0.000181215098723814	56	21	0.968772473710436	0.985515544256725
s__Lacrimispora_saccharolytica	BMI	BMI	4.78868779524568e-07	1.35915701384693e-05	56	7	0.972029028065624	0.985666507407321
s__Parabacteroides_johnsonii	Gender	Male	-1.27584684278328e-05	0.000370985147765236	56	8	0.972697211257224	0.985666507407321
s__Sutterella_sp_AM11_39	Gender	Male	5.64852032376554e-05	0.00157304414557062	56	9	0.971493040073064	0.985666507407321
s__Clostridium_SGB4751	Disease	Psoriasis	2.70580655174107e-06	9.79096752378358e-05	56	14	0.978058463884743	0.989340415996989
s__GGB79734_SGB15291	BMI	BMI	-8.94882592620933e-06	0.000323538982851546	56	18	0.978039852956692	0.989340415996989
s__Enterocloster_bolteae	BMI	BMI	1.40588257851859e-05	0.000543005343275995	56	40	0.97944356822906	0.989863180657029
s__Haemophilus_parainfluenzae	Disease	Psoriasis	7.67113919483309e-06	0.000402477777330154	56	38	0.984866360184173	0.994462046598722
s__GGB74403_SGB53807	Gender	Male	-1.06842594915364e-06	6.90839566874808e-05	56	7	0.987719902512493	0.995069614946644
s__GGB74403_SGB53807	Disease	Psoriasis	1.0234175644484e-06	6.82111440060073e-05	56	7	0.988086670280351	0.995069614946644
s__Citrobacter_sp_RHBSTW_00671	Gender	Male	-8.1547975809753e-06	0.000492315130231691	56	8	0.98684769120031	0.995069614946644
s__GGB9627_SGB15081	Disease	Psoriasis	-1.61725103297722e-06	0.000238911769457707	56	12	0.99462487277968	0.997749048492112
s__Ruminococcus_torques	Disease	Psoriasis	-5.49810354590377e-06	0.000887546815205289	56	48	0.995081065387149	0.997749048492112
s__Collinsella_SGB4121	Gender	Male	-3.68771016873403e-07	4.1981434107313e-05	56	23	0.993024970415094	0.997749048492112
s__Holdemania_massiliensis	Gender	Male	-4.27728486731304e-07	6.9646593578658e-05	56	20	0.995123393101344	0.997749048492112
s__Negativibacillus_massiliensis	Gender	Male	-6.18873881023271e-07	5.87258066554537e-05	56	17	0.991632086042614	0.997749048492112
s__Roseburia_hominis	BMI	BMI	4.16999675726525e-07	0.000164010871641112	56	36	0.997981099853542	0.997981099853542
s__Coprococcus_eutactus	Disease	Psoriasis	1.78267326506221e-06	0.000565337401479747	56	16	0.997496108330139	0.997981099853542
s__Lachnospiraceae_bacterium_AM48_27BH	Disease	Psoriasis	-2.96072248287482e-06	0.00100369981446307	56	30	0.997657684179735	0.997981099853542
